x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,0
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,1
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,1
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,1
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,0
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,0
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,1
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,0
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,0
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,1
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,0
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,0
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,0
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,0
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,0
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,0
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,0
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,0
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,0
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,1
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,0
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,0
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,0
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,0
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,0
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,1
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,0
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,1
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,0
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,1
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,0
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,0
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,1
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,0
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,1
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,0
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,1
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,0
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,1
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,0
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,1
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,0
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,1
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,1
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,0
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,1
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,0
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,0
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,1
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,1
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,0
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,1
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,0
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,1
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,0
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,1
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,1
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,1
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,0
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,1
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,0
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,1
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,1
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,1
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,0
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,0
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,1
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,0
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,1
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,1
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,0
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,0
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,0
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,1
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,1
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,0
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,0
11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,0
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,1
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,1
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,0
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,1
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,1
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,1
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,0
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,0
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,1
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,0
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,0
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,1
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,0
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,0
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,0
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,1
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,1
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,1
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,0
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,1
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,1
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,0
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,0
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,1
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,0
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,1
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,1
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,1
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,1
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,1
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,0
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,0
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,1
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,0
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,1
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,0
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,0
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,1
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,0
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,0
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,0
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,0
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,1
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,1
